Data,Ostatnio,Otwarcie,Max.,Min.,Wol.,Zmiana%
03.08.2020,155.59,$159.03 ,159.2,155.2,101.49M,-1.67%
04.08.2020,156.94,$155.06 ,158.36,155.06,93.89M,0.87%
05.08.2020,160.25,$157.19 ,160.68,156.37,78.60M,2.11%
06.08.2020,161.25,$159.72 ,162.37,158.27,78.81M,0.62%
07.08.2020,158.37,$161.20 ,162.04,157.03,78.72M,-1.79%
10.08.2020,157.41,$158.52 ,158.63,155.08,63.35M,-0.61%
11.08.2020,154.03,$155.66 ,157.96,153.65,74.36M,-2.15%
12.08.2020,158.11,$155.40 ,158.72,155.07,70.54M,2.65%
13.08.2020,158.05,$159.15 ,160.88,157.75,62.98M,-0.04%
14.08.2020,157.4,$158.91 ,158.91,156,55.03M,-0.41%
17.08.2020,159.12,$158.66 ,159.75,157.71,53.82M,1.09%
18.08.2020,165.62,$160.60 ,166,160.29,106.92M,4.08%
19.08.2020,163.02,$165.15 ,165.79,162.8,83.70M,-1.57%
20.08.2020,164.87,$162.60 ,165.63,161.9,66.65M,1.13%
21.08.2020,164.24,$164.75 ,165.72,163.77,71.52M,-0.38%
24.08.2020,165.37,$165.51 ,169.02,162.88,93.33M,0.69%
25.08.2020,167.32,$164.75 ,167.87,163.35,79.86M,1.18%
26.08.2020,172.09,$167.56 ,172.59,167.23,130.17M,2.85%
27.08.2020,170,$172.50 ,172.65,168.9,85.30M,-1.21%
28.08.2020,170.09,$171.15 ,171.67,169.32,57.94M,0.05%
31.08.2020,172.55,$170.45 ,174.75,170.25,83.72M,1.45%
01.09.2020,174.96,$174.48 ,175.69,173.35,69.53M,1.40%
02.09.2020,176.57,$177.35 ,177.61,174.33,78.63M,0.92%
03.09.2020,168.4,$174.25 ,174.42,165.15,163.22M,-4.63%
04.09.2020,164.73,$165.90 ,169.07,155.56,175.64M,-2.18%
08.09.2020,157.49,$157.20 ,162.54,156.5,121.88M,-4.40%
09.09.2020,163.43,$160.15 ,165.16,159.25,103.77M,3.77%
10.09.2020,158.76,$165.36 ,167.49,158.53,106.61M,-2.86%
11.09.2020,155.81,$160.43 ,160.87,154.2,101.88M,-1.86%
14.09.2020,155.15,$158.65 ,159.37,154.8,90.59M,-0.42%
15.09.2020,157.81,$156.81 ,158.75,155.45,80.43M,1.71%
16.09.2020,153.91,$159.00 ,159.36,153.71,90.62M,-2.47%
17.09.2020,150.44,$150.46 ,151.47,148.63,128.98M,-2.25%
18.09.2020,147.75,$151.59 ,151.89,145.28,177.85M,-1.79%
21.09.2020,148.02,$145.32 ,148.1,143.55,122.36M,0.18%
22.09.2020,156.45,$151.69 ,156.7,150.01,138.98M,5.70%
23.09.2020,149.99,$156.02 ,156.35,149.62,113.05M,-4.13%
24.09.2020,150.99,$148.89 ,153.47,148.25,110.59M,0.67%
25.09.2020,154.76,$152.74 ,155.08,149.95,92.30M,2.50%
28.09.2020,158.7,$157.44 ,158.75,155.86,84.48M,2.55%
29.09.2020,157.24,$158.77 ,159.41,156.63,70.07M,-0.92%
30.09.2020,157.44,$157.06 ,160.64,156.7,97.92M,0.13%
01.10.2020,161.06,$160.40 ,161.2,158.6,99.44M,2.30%
02.10.2020,156.25,$157.68 ,159.79,156.15,112.26M,-2.99%
05.10.2020,159.96,$157.29 ,160.13,157.04,75.51M,2.37%
06.10.2020,155,$158.25 ,159.1,154.5,101.74M,-3.10%
07.10.2020,159.78,$156.75 ,160,156.62,86.19M,3.08%
08.10.2020,159.53,$161.25 ,161.66,158.75,63.48M,-0.16%
09.10.2020,164.33,$160.50 ,164.45,159.89,98.16M,3.01%
12.10.2020,172.15,$167.50 ,174.81,166.98,167.28M,4.76%
13.10.2020,172.18,$173.40 ,174.62,171.21,114.89M,0.02%
14.10.2020,168.19,$172.35 ,173.24,167,116.58M,-2.32%
15.10.2020,166.93,$164.60 ,167.79,164,104.47M,-0.75%
16.10.2020,163.64,$168.16 ,169.98,158,129.49M,-1.97%
19.10.2020,160.36,$164.98 ,166.45,159.64,104.47M,-2.00%
20.10.2020,160.85,$161.11 ,163.3,159.6,90.19M,0.31%
21.10.2020,159.25,$160.62 ,161.69,158,91.85M,-0.99%
22.10.2020,158.82,$159.49 ,159.94,156.1,84.24M,-0.27%
23.10.2020,160.22,$159.55 ,160.27,157,69.33M,0.88%
26.10.2020,160.35,$159.94 ,164.15,157.66,118.02M,0.08%
27.10.2020,164.32,$161.25 ,164.58,160.56,85.82M,2.48%
28.10.2020,158.14,$162.47 ,163.2,158.12,111.77M,-3.76%
29.10.2020,160.55,$160.06 ,162.86,158.2,131.93M,1.52%
30.10.2020,151.81,$157.89 ,158.35,150.95,167.92M,-5.44%
02.11.2020,150.22,$153.09 ,153.99,147.51,145.15M,-1.05%
03.11.2020,152.42,$150.93 ,153.75,149.05,97.96M,1.46%
04.11.2020,162.06,$158.00 ,162.24,156.99,136.78M,6.32%
05.11.2020,166.1,$166.00 ,168.34,164.44,115.79M,2.49%
06.11.2020,165.57,$165.23 ,166.1,161.6,92.95M,-0.32%
09.11.2020,157.19,$161.55 ,164.45,155.61,143.81M,-5.06%
10.11.2020,151.75,$154.75 ,155.7,150.97,131.82M,-3.46%
11.11.2020,156.87,$153.09 ,156.96,152.5,87.34M,3.37%
12.11.2020,155.51,$158.00 ,158.79,154.3,87.42M,-0.87%
13.11.2020,156.44,$156.10 ,157.09,154.27,75.25M,0.60%
16.11.2020,156.55,$154.66 ,157.13,153.63,76.17M,0.07%
17.11.2020,156.78,$159.18 ,159.46,156.76,68.89M,0.15%
18.11.2020,155.27,$156.70 ,157,155.25,58.34M,-0.96%
19.11.2020,155.85,$155.27 ,156.25,154.05,60.21M,0.37%
20.11.2020,154.97,$155.85 ,156.64,154.9,67.60M,-0.56%
23.11.2020,154.92,$155.83 ,156.99,153.27,94.18M,-0.03%
24.11.2020,155.9,$155.03 ,156.71,154.31,72.04M,0.63%
25.11.2020,159.25,$157.09 ,159.9,157.01,75.81M,2.15%
27.11.2020,159.77,$160.56 ,160.81,159.5,47.86M,0.33%
30.11.2020,158.4,$160.42 ,161.42,156.28,81.28M,-0.86%
01.12.2020,161,$159.43 ,162.45,157.86,90.89M,1.64%
02.12.2020,160.18,$161.08 ,161.6,158.66,62.59M,-0.51%
03.12.2020,159.34,$160.27 ,161.43,159.07,57.84M,-0.52%
04.12.2020,158.13,$159.91 ,159.91,157.94,58.27M,-0.76%
07.12.2020,157.9,$157.82 ,159.04,157.08,55.03M,-0.15%
08.12.2020,158.86,$157.94 ,159.21,156,65.73M,0.61%
09.12.2020,155.21,$158.39 ,158.72,154.4,82.02M,-2.30%
10.12.2020,155.07,$154.45 ,157.1,153.8,60.60M,-0.09%
11.12.2020,155.82,$154.83 ,155.93,153.64,61.29M,0.48%
14.12.2020,157.85,$157.15 ,159.52,156.3,83.12M,1.30%
15.12.2020,158.26,$159.05 ,159.42,156.52,66.47M,0.26%
16.12.2020,162.05,$158.80 ,162.35,158.18,88.55M,2.39%
17.12.2020,161.8,$162.50 ,163.18,161.05,69.49M,-0.15%
18.12.2020,160.08,$162.20 ,162.47,158.58,119.91M,-1.06%
21.12.2020,160.31,$160.00 ,161.35,158.3,76.74M,0.14%
22.12.2020,160.33,$160.14 ,161.1,159,47.64M,0.01%
23.12.2020,159.26,$160.25 ,160.51,159.21,41.88M,-0.67%
24.12.2020,158.63,$159.69 ,160.1,158.45,29.04M,-0.40%
28.12.2020,164.2,$159.70 ,165.2,158.63,113.74M,3.51%
29.12.2020,166.1,$165.50 ,167.53,164.06,97.46M,1.16%
30.12.2020,164.29,$167.05 ,167.1,164.12,64.19M,-1.09%
31.12.2020,162.85,$163.75 ,164.15,162.06,59.14M,-0.88%
04.01.2021,159.33,$163.50 ,163.6,157.2,88.23M,-2.16%
05.01.2021,160.93,$158.30 ,161.17,158.25,53.11M,1.00%
06.01.2021,156.92,$157.32 ,159.88,156.56,87.90M,-2.49%
07.01.2021,158.11,$157.85 ,160.43,157.75,70.29M,0.76%
08.01.2021,159.13,$159.00 ,159.53,157.11,70.75M,0.65%
11.01.2021,155.71,$157.40 ,157.82,155.5,73.38M,-2.15%
12.01.2021,156.04,$156.00 ,157.11,154.3,70.29M,0.21%
13.01.2021,158.29,$156.42 ,159.5,156.1,66.42M,1.44%
14.01.2021,156.37,$158.38 ,158.9,156.03,61.42M,-1.21%
15.01.2021,155.21,$156.15 ,157.13,154.76,84.88M,-0.74%
19.01.2021,156.04,$155.35 ,157.25,154.8,66.10M,0.53%
20.01.2021,163.17,$159.10 ,163.99,158.75,106.20M,4.57%
21.01.2021,165.35,$164.65 ,167.43,164.48,98.90M,1.34%
22.01.2021,164.61,$165.22 ,166.1,164.16,56.44M,-0.45%
25.01.2021,164.7,$166.43 ,168.19,162.16,75.00M,0.05%
26.01.2021,166.31,$164.82 ,166.9,164.14,59.10M,0.98%
27.01.2021,161.63,$167.07 ,167.33,160.35,93.20M,-2.81%
28.01.2021,161.88,$161.75 ,165.08,161.43,62.98M,0.15%
29.01.2021,160.31,$161.50 ,161.85,159.23,85.87M,-0.97%
01.02.2021,167.14,$162.12 ,167.51,161.75,83.20M,4.26%
02.02.2021,169,$169.00 ,171.39,168.06,141.97M,1.11%
03.02.2021,165.63,$171.25 ,171.7,165.43,141.78M,-1.99%
04.02.2021,166.55,$166.50 ,167.35,163.89,73.41M,0.56%
05.02.2021,167.61,$165.95 ,168.85,165.14,72.42M,0.64%
08.02.2021,166.15,$167.93 ,168.25,165.2,65.15M,-0.87%
09.02.2021,165.25,$165.62 ,166.9,164.89,44.07M,-0.54%
10.02.2021,164.33,$165.70 ,165.9,162.7,63.03M,-0.56%
11.02.2021,163.11,$164.60 ,164.6,162.4,46.03M,-0.74%
12.02.2021,163.89,$162.50 ,164.01,161.67,46.71M,0.48%
16.02.2021,163.45,$162.70 ,165.41,162.68,51.49M,-0.27%
17.02.2021,165.43,$163.18 ,166.05,162.97,66.04M,1.21%
18.02.2021,166.41,$164.12 ,166.9,163.7,60.67M,0.59%
19.02.2021,162.5,$166.41 ,166.68,162.29,86.10M,-2.35%
22.02.2021,159.04,$160.41 ,161.62,158.61,70.31M,-2.13%
23.02.2021,159.72,$156.35 ,160.24,154.68,93.54M,0.43%
24.02.2021,157.98,$158.34 ,158.56,156.27,60.23M,-1.09%
25.02.2021,152.86,$156.84 ,158.91,152.39,90.68M,-3.24%
26.02.2021,154.65,$154.76 ,156.12,151.84,85.52M,1.17%
01.03.2021,157.31,$156.39 ,157.48,154.9,54.68M,1.72%
02.03.2021,154.73,$157.17 ,158.18,154.36,51.92M,-1.64%
03.03.2021,150.25,$154.06 ,155.39,149.75,79.77M,-2.90%
04.03.2021,148.88,$150.60 ,152.91,147.27,109.63M,-0.91%
05.03.2021,150.02,$150.25 ,150.45,144.05,107.77M,0.77%
08.03.2021,147.6,$150.75 ,153.23,147.57,83.70M,-1.61%
09.03.2021,153.14,$150.90 ,154.55,150.26,80.60M,3.75%
10.03.2021,152.88,$154.92 ,155.82,151.5,60.25M,-0.17%
11.03.2021,155.68,$155.20 ,156.59,154.15,55.53M,1.83%
12.03.2021,154.47,$153.75 ,154.95,152.28,48.44M,-0.78%
15.03.2021,154.08,$153.73 ,154.11,151.6,58.37M,-0.25%
16.03.2021,154.59,$155.25 ,156.45,153.79,50.78M,0.33%
17.03.2021,156.79,$153.66 ,158.65,153.51,62.37M,1.42%
18.03.2021,151.4,$155.05 ,155.83,151.25,73.14M,-3.44%
19.03.2021,153.75,$151.46 ,153.86,150.83,92.51M,1.55%
22.03.2021,155.54,$153.39 ,156.33,153,58.04M,1.16%
23.03.2021,156.88,$156.35 ,159.1,156.04,76.35M,0.86%
24.03.2021,154.35,$157.55 ,158.02,154.26,59.18M,-1.61%
25.03.2021,152.31,$153.65 ,155.49,151.86,71.27M,-1.32%
26.03.2021,152.6,$152.20 ,152.83,149.8,66.26M,0.19%
29.03.2021,153.79,$152.77 ,154.56,151.42,54.92M,0.78%
30.03.2021,152.76,$153.50 ,153.65,151.7,46.75M,-0.67%
31.03.2021,154.7,$153.20 ,155.97,153.12,61.88M,1.27%
01.04.2021,158.05,$155.90 ,158.12,155.78,58.81M,2.17%
05.04.2021,161.34,$158.65 ,161.8,158.06,66.70M,2.08%
06.04.2021,161.19,$161.19 ,162.37,160.85,50.76M,-0.09%
07.04.2021,163.97,$161.69 ,165.18,161.18,66.92M,1.72%
08.04.2021,164.97,$165.54 ,166.22,164.6,56.24M,0.61%
09.04.2021,168.61,$165.24 ,168.61,164.44,86.83M,2.21%
12.04.2021,168.97,$167.76 ,169.75,167.56,65.64M,0.21%
13.04.2021,170,$170.04 ,171.6,169.78,66.32M,0.61%
14.04.2021,166.65,$170.20 ,170.21,166.3,62.90M,-1.97%
15.04.2021,168.95,$168.55 ,169.85,167.6,64.67M,1.38%
16.04.2021,169.97,$169.00 ,170.34,167.78,63.72M,0.60%
19.04.2021,168.6,$169.52 ,171.8,168.01,54.51M,-0.81%
20.04.2021,166.73,$168.68 ,169.15,165.8,52.46M,-1.11%
21.04.2021,168.1,$165.80 ,168.14,165.19,44.22M,0.82%
22.04.2021,165.45,$168.58 ,168.64,165.07,51.61M,-1.58%
23.04.2021,167.04,$165.96 ,168.75,165.43,63.93M,0.96%
26.04.2021,170.45,$167.40 ,171.42,166.55,97.61M,2.04%
27.04.2021,170.87,$172.17 ,173,169.9,76.54M,0.25%
28.04.2021,172.93,$171.74 ,174.49,171.25,92.64M,1.21%
29.04.2021,173.57,$175.25 ,175.72,171.75,153.65M,0.37%
30.04.2021,173.37,$176.26 ,177.7,173.12,140.19M,-0.12%
03.05.2021,169.32,$174.24 ,174.33,168.64,117.51M,-2.34%
04.05.2021,165.59,$167.81 ,168.4,163.61,108.79M,-2.20%
05.05.2021,163.53,$166.94 ,167.73,163.22,74.23M,-1.24%
06.05.2021,165.32,$163.50 ,165.72,162.36,88.95M,1.09%
07.05.2021,164.58,$165.95 ,166.54,164.45,94.21M,-0.45%
10.05.2021,159.52,$164.12 ,164.15,159.5,116.77M,-3.07%
11.05.2021,161.2,$156.81 ,161.9,156.37,92.40M,1.05%
12.05.2021,157.6,$159.25 ,160.4,156.66,98.73M,-2.23%
13.05.2021,158.07,$159.27 ,160.19,156.65,67.14M,0.30%
14.05.2021,161.15,$159.28 ,161.44,159.15,66.50M,1.95%
17.05.2021,163.52,$162.30 ,164.64,161.73,74.48M,1.47%
18.05.2021,161.61,$164.63 ,165.6,161.52,56.57M,-1.17%
19.05.2021,161.59,$159.75 ,161.74,159.2,53.59M,-0.01%
20.05.2021,162.38,$162.22 ,162.98,161.81,52.66M,0.49%
21.05.2021,160.15,$162.50 ,162.83,159.85,82.10M,-1.37%
24.05.2021,162.25,$160.78 ,162.9,160.52,48.46M,1.31%
25.05.2021,162.95,$163.33 ,163.99,160.69,65.22M,0.43%
26.05.2021,163.26,$163.73 ,164.79,162.93,47.68M,0.19%
27.05.2021,161.51,$162.80 ,163.02,161.5,51.22M,-1.07%
28.05.2021,161.15,$162.10 ,162.4,160.99,46.63M,-0.22%
01.06.2021,160.93,$162.17 ,162.55,160.45,48.60M,-0.14%
02.06.2021,161.7,$161.16 ,161.75,160.4,40.29M,0.48%
03.06.2021,159.35,$160.21 ,160.72,159.2,47.97M,-1.45%
04.06.2021,160.31,$160.60 ,161.05,159.94,44.99M,0.60%
07.06.2021,159.9,$159.87 ,160.4,158.61,44.32M,-0.26%
08.06.2021,163.21,$161.13 ,163.98,160.9,68.33M,2.07%
09.06.2021,164.06,$163.64 ,164.88,163.53,49.11M,0.52%
10.06.2021,167.48,$164.10 ,167.55,164.06,69.53M,2.08%
11.06.2021,167.34,$167.48 ,168.33,166.67,56.35M,-0.08%
14.06.2021,169.19,$167.34 ,169.25,166.78,51.39M,1.11%
15.06.2021,169.16,$169.20 ,169.85,168.16,48.52M,-0.02%
16.06.2021,170.76,$169.60 ,171.32,168.03,84.06M,0.95%
17.06.2021,174.46,$170.16 ,174.86,170.05,102.73M,2.17%
18.06.2021,174.34,$174.00 ,175.35,173.69,104.95M,-0.07%
21.06.2021,172.7,$173.82 ,174.1,171.7,65.54M,-0.94%
22.06.2021,175.27,$172.90 ,176.19,172.8,66.90M,1.49%
23.06.2021,175.19,$175.25 ,176.05,174.16,56.27M,-0.05%
24.06.2021,172.45,$175.38 ,176.24,171.54,76.64M,-1.56%
25.06.2021,170.07,$173.20 ,173.24,169.71,78.82M,-1.38%
28.06.2021,172.19,$170.80 ,172.4,170.68,44.86M,1.25%
29.06.2021,172.41,$171.94 ,172.8,171.15,41.97M,0.13%
30.06.2021,172.01,$172.05 ,173.58,171.75,48.08M,-0.23%
01.07.2021,171.65,$171.73 ,172.85,170.47,40.74M,-0.21%
02.07.2021,175.55,$172.58 ,175.59,171.85,63.53M,2.27%
06.07.2021,183.79,$176.51 ,184.27,176.45,134.90M,4.69%
07.07.2021,184.83,$185.87 ,186.71,183.95,106.56M,0.57%
08.07.2021,186.57,$182.18 ,188,181.06,103.61M,0.94%
09.07.2021,185.97,$186.13 ,187.4,184.67,74.96M,-0.32%
12.07.2021,185.93,$187.20 ,187.86,184.84,51.43M,-0.02%
13.07.2021,183.87,$185.10 ,188.65,183.57,76.92M,-1.11%
14.07.2021,184.08,$185.44 ,185.88,183.04,65.93M,0.11%
15.07.2021,181.56,$184.71 ,184.77,181.05,63.71M,-1.37%
16.07.2021,178.68,$181.67 ,182.3,178.52,80.87M,-1.59%
19.07.2021,177.48,$176.63 ,177.51,174.96,75.69M,-0.67%
20.07.2021,178.66,$178.37 ,179.6,175.9,65.11M,0.66%
21.07.2021,179.26,$178.82 ,179.32,177.18,46.38M,0.34%
22.07.2021,181.9,$179.36 ,182,179.11,65.31M,1.47%
23.07.2021,182.83,$182.00 ,183.31,181.1,48.73M,0.51%
26.07.2021,184.99,$183.66 ,185.6,182.36,58.00M,1.18%
27.07.2021,181.32,$184.93 ,184.93,179.31,82.64M,-1.98%
28.07.2021,181.52,$181.69 ,182.92,180.05,59.99M,0.11%
29.07.2021,180,$181.39 ,181.9,179,110.40M,-0.84%
30.07.2021,166.38,$167.40 ,168.41,165.35,199.31M,-7.57%
02.08.2021,166.57,$167.66 ,167.95,165.85,67.08M,0.11%
03.08.2021,168.31,$167.04 ,169.55,164.99,83.15M,1.04%
04.08.2021,167.74,$168.97 ,169.44,167.28,43.68M,-0.34%
05.08.2021,168.8,$167.81 ,169.45,167.05,48.67M,0.63%
06.08.2021,167.25,$168.75 ,168.75,166.45,52.75M,-0.92%
09.08.2021,167.09,$167.18 ,167.74,166.43,42.96M,-0.10%
10.08.2021,166.03,$167.25 ,167.9,165.75,48.25M,-0.63%
11.08.2021,164.61,$166.57 ,166.88,163.89,58.94M,-0.86%
12.08.2021,165.18,$164.50 ,165.73,163.48,46.48M,0.35%
13.08.2021,164.7,$165.28 ,165.3,164.15,41.13M,-0.29%
16.08.2021,164.95,$164.15 ,165,160.56,66.57M,0.15%
17.08.2021,162.1,$163.88 ,164.02,161.28,67.76M,-1.73%
18.08.2021,160.06,$162.10 ,162.7,160,56.09M,-1.26%
19.08.2021,159.39,$159.70 ,161.65,159.12,75.66M,-0.42%
20.08.2021,160,$160.19 ,160.39,158.79,67.17M,0.38%
23.08.2021,163.29,$160.59 ,164.04,160.5,65.36M,2.06%
24.08.2021,165.29,$164.00 ,165.77,163.73,51.04M,1.22%
25.08.2021,164.96,$165.49 ,166.05,164.31,33.61M,-0.20%
26.08.2021,165.8,$164.95 ,166.6,164.8,41.98M,0.51%
27.08.2021,167.48,$166.66 ,167.62,165.69,48.05M,1.01%
30.08.2021,171.08,$167.87 ,172.25,167.76,63.84M,2.15%
31.08.2021,173.54,$171.24 ,173.63,169.78,87.13M,1.44%
01.09.2021,173.95,$174.82 ,176.35,173.76,72.60M,0.24%
02.09.2021,173.16,$174.74 ,175.6,172.75,58.51M,-0.45%
03.09.2021,173.9,$172.60 ,174.13,171.82,51.57M,0.43%
07.09.2021,175.46,$173.90 ,176.4,173.85,54.82M,0.90%
08.09.2021,176.28,$175.58 ,177.28,174.78,61.07M,0.47%
09.09.2021,174.21,$176.30 ,177.5,174.02,54.38M,-1.17%
10.09.2021,173.46,$175.09 ,175.42,173.15,47.95M,-0.43%
13.09.2021,172.86,$174.14 ,174.9,171.9,51.38M,-0.35%
14.09.2021,172.5,$173.78 ,174.34,171.89,38.74M,-0.21%
15.09.2021,173.79,$172.13 ,174.27,170.1,59.15M,0.75%
16.09.2021,174.41,$173.00 ,174.63,172.31,51.67M,0.36%
17.09.2021,173.13,$174.42 ,174.87,172.61,92.33M,-0.73%
20.09.2021,167.79,$169.80 ,170.95,165.25,93.38M,-3.08%
21.09.2021,167.18,$168.75 ,168.99,166.62,55.62M,-0.36%
22.09.2021,169,$167.55 ,169.45,167.05,48.23M,1.09%
23.09.2021,170.8,$169.00 ,171.45,169,47.59M,1.07%
24.09.2021,171.28,$170.10 ,171.46,169.67,42.32M,0.28%
27.09.2021,170.29,$168.57 ,170.78,166.98,72.69M,-0.58%
28.09.2021,165.8,$167.89 ,168.46,164.51,88.62M,-2.64%
29.09.2021,165.06,$166.11 ,167.56,164.89,51.25M,-0.45%
30.09.2021,164.25,$165.80 ,166.39,163.7,56.94M,-0.49%
01.10.2021,164.16,$164.45 ,165.46,162.8,56.71M,-0.05%
04.10.2021,159.49,$163.97 ,164,158.81,90.46M,-2.84%
05.10.2021,161.05,$160.22 ,163.04,160.12,65.38M,0.98%
06.10.2021,163.1,$160.68 ,163.22,159.93,50.66M,1.27%
07.10.2021,165.12,$164.58 ,166.29,164.15,48.18M,1.24%
08.10.2021,164.43,$165.85 ,166.07,164.41,39.96M,-0.42%
11.10.2021,162.31,$163.75 ,164.63,161.91,40.68M,-1.29%
12.10.2021,162.37,$162.85 ,163.38,161.81,36.39M,0.04%
13.10.2021,164.21,$163.49 ,164.42,163.05,48.50M,1.13%
14.10.2021,164.99,$165.12 ,165.63,164.54,42.24M,0.48%
15.10.2021,170.45,$165.57 ,170.52,165.2,103.60M,3.31%
18.10.2021,172.34,$169.42 ,172.46,169.25,63.48M,1.11%
19.10.2021,172.21,$171.71 ,172.73,171.1,47.72M,-0.08%
20.10.2021,170.75,$172.63 ,173.14,170.02,42.80M,-0.85%
21.10.2021,171.75,$170.71 ,172.01,170.15,37.63M,0.59%
22.10.2021,166.78,$171.05 ,171.49,166.56,62.78M,-2.89%
25.10.2021,166.02,$166.75 ,167.39,164.88,44.52M,-0.46%
26.10.2021,168.8,$167.48 ,170.81,167.2,53.97M,1.67%
27.10.2021,169.62,$169.40 ,171.85,168.57,54.04M,0.49%
28.10.2021,172.33,$170.10 ,173.95,169.3,114.17M,1.60%
29.10.2021,168.62,$165.00 ,168.74,163.67,129.72M,-2.15%
01.11.2021,165.91,$168.09 ,168.79,164.6,72.18M,-1.61%
02.11.2021,165.64,$165.75 ,166.56,164.18,52.55M,-0.16%
03.11.2021,169.2,$165.45 ,169.75,164.88,67.94M,2.15%
04.11.2021,173.85,$168.50 ,174.93,168.25,107.06M,2.75%
05.11.2021,175.95,$173.85 ,178.31,173.85,99.94M,1.21%
08.11.2021,174.45,$176.16 ,178.95,174.39,61.48M,-0.85%
09.11.2021,178.81,$175.76 ,179.69,175.07,85.90M,2.50%
10.11.2021,174.1,$178.19 ,180.27,173.15,80.55M,-2.63%
11.11.2021,173.62,$175.65 ,177.16,173.37,45.29M,-0.28%
12.11.2021,176.26,$174.25 ,177.04,172.35,53.79M,1.52%
15.11.2021,177.28,$176.85 ,179.69,176.29,58.59M,0.58%
16.11.2021,177.03,$176.95 ,178.82,176.26,44.34M,-0.14%
